topic,claim,evidence_text,evidence_type,stance,claim_evidence_overlap,generator_input,generator_target
This house would introduce year round schooling,All children lose academic skills during the summer months,"For over a century, scholars have recognized that summer vacation is a period when students' rate of academic development declines relative to the school year",nan,support,0.1,"Topic: This house would introduce year round schooling Evidence: For over a century, scholars have recognized that summer vacation is a period when students' rate of academic development declines relative to the school year Generate an argument.",All children lose academic skills during the summer months
This house would introduce year round schooling,All children lose academic skills during the summer months,"In general, low-income students lose around 3 months of grade-level equivalency during the summer months. Middle income students lose about 1 month of grade-level equivalency over the summer",nan,support,0.2,"Topic: This house would introduce year round schooling Evidence: In general, low-income students lose around 3 months of grade-level equivalency during the summer months. Middle income students lose about 1 month of grade-level equivalency over the summer Generate an argument.",All children lose academic skills during the summer months
This house would introduce year round schooling,All children lose academic skills during the summer months,"A meta-analysis of 39 studies conducted since 1978 found that in the absence of school, all students score lower on standardized math tests at the end of the summer as compared to their performance on the same tests at the beginning of summer . This loss was most acute in factual and procedural learning such as mathematical computation, where an average setback of more than two months of grade-level equivalency was observed among both middle- and lower-class students",nan,oppose,0.0606,"Topic: This house would introduce year round schooling Evidence: A meta-analysis of 39 studies conducted since 1978 found that in the absence of school, all students score lower on standardized math tests at the end of the summer as compared to their performance on the same tests at the beginning of summer . This loss was most acute in factual and procedural learning such as mathematical computation, where an average setback of more than two months of grade-level equivalency was observed among both middle- and lower-class students Generate an argument.",All children lose academic skills during the summer months
This house would introduce year round schooling,"if unsupervised, children may fall into criminal or undesirable activity",research found that juvenile arrest rates peak between 2 p.m. and 6 p.m. on school days [REF,nan,oppose,0.0,Topic: This house would introduce year round schooling Evidence: research found that juvenile arrest rates peak between 2 p.m. and 6 p.m. on school days [REF Generate an argument.,"if unsupervised, children may fall into criminal or undesirable activity"
This house would introduce year round schooling,students' attitudes towards school did significantly increase as they spent more time on a year-round schedule,Several different studies have been conducted to learn more about the attitudes of students who attend year-round schools. The majority of these studies show that students' attitudes towards school did significantly increase as they spent more time on a year-round schedule[REF,nan,support,0.4595,Topic: This house would introduce year round schooling Evidence: Several different studies have been conducted to learn more about the attitudes of students who attend year-round schools. The majority of these studies show that students' attitudes towards school did significantly increase as they spent more time on a year-round schedule[REF Generate an argument.,students' attitudes towards school did significantly increase as they spent more time on a year-round schedule
This house would introduce year round schooling,students' attitudes towards school did significantly increase as they spent more time on a year-round schedule,Students who attend year-round school say that their calendar is more balanced than their peers who have a typical school calendar[REF,nan,support,0.1613,Topic: This house would introduce year round schooling Evidence: Students who attend year-round school say that their calendar is more balanced than their peers who have a typical school calendar[REF Generate an argument.,students' attitudes towards school did significantly increase as they spent more time on a year-round schedule
This house would introduce year round schooling,"year-round schools showed a substantial gain in academic achievement for at-risk, low performing students","In 1994, a study of three year-round schools showed a substantial gain in academic achievement for at-risk, low performing students",nan,support,0.8,"Topic: This house would introduce year round schooling Evidence: In 1994, a study of three year-round schools showed a substantial gain in academic achievement for at-risk, low performing students Generate an argument.","year-round schools showed a substantial gain in academic achievement for at-risk, low performing students"
This house would introduce year round schooling,parents are in favor of the year-round schedule,"Studies show that even though around 50% of parents are in favor of the year-round schedule before it is implemented, almost 80% are in favor of it after the first year[REF",nan,support,0.36,"Topic: This house would introduce year round schooling Evidence: Studies show that even though around 50% of parents are in favor of the year-round schedule before it is implemented, almost 80% are in favor of it after the first year[REF Generate an argument.",parents are in favor of the year-round schedule
This house would introduce year round schooling,If schools are open for longer the operating and maintenance costs may increase,"If schools are open for longer the operating and maintenance costs may increase up to 10 percent . These costs may add up and in turn interfere with budgets for other programs that are already struggling with funding such as the arts, sports and other extra-curricular activities that are state funded",nan,support,0.3333,"Topic: This house would introduce year round schooling Evidence: If schools are open for longer the operating and maintenance costs may increase up to 10 percent . These costs may add up and in turn interfere with budgets for other programs that are already struggling with funding such as the arts, sports and other extra-curricular activities that are state funded Generate an argument.",If schools are open for longer the operating and maintenance costs may increase
This house would subsidize poor communities,"poverty, once started, is likely to continue unless there is outside intervention",Research shows that schools with students that perform lower than the norm are also those hiring least-qualified teachers as a result of new teachers generally working in the area that they grew up in. This leads to certain schools not producing many students that go on to college. Students from these schools that go on to be college graduates are not as skilled as they would be if they had gone to a school with higher-qualified instructors. This leads to education perpetuating a cycle of poverty,nan,oppose,0.0308,Topic: This house would subsidize poor communities Evidence: Research shows that schools with students that perform lower than the norm are also those hiring least-qualified teachers as a result of new teachers generally working in the area that they grew up in. This leads to certain schools not producing many students that go on to college. Students from these schools that go on to be college graduates are not as skilled as they would be if they had gone to a school with higher-qualified instructors. This leads to education perpetuating a cycle of poverty Generate an argument.,"poverty, once started, is likely to continue unless there is outside intervention"
This house would subsidize poor communities,"poverty, once started, is likely to continue unless there is outside intervention","Another theory for the perpetual cycle of poverty is that poor people have their own culture with a different set of values and beliefs which keep them trapped within that cycle generation to generation. This theory has been explored by Ruby K. Payne in her book A Framework for Understanding Poverty. In this book she explains how there is a class system in the United States where there is a wealthy upper class, a middle class, and the working poor class. These classes each have their own set of rules and values which differ from each other. In order to understand the culture of poverty and how the poor class's set of rules tend to keep them trapped in this continual cycle Payne describes these rules and how they affect the poor class. Time is something that is treated differently by the poor; they generally do not plan ahead but simply live in the moment which keeps them from saving money which will help their children escape poverty",nan,oppose,0.0408,"Topic: This house would subsidize poor communities Evidence: Another theory for the perpetual cycle of poverty is that poor people have their own culture with a different set of values and beliefs which keep them trapped within that cycle generation to generation. This theory has been explored by Ruby K. Payne in her book A Framework for Understanding Poverty. In this book she explains how there is a class system in the United States where there is a wealthy upper class, a middle class, and the working poor class. These classes each have their own set of rules and values which differ from each other. In order to understand the culture of poverty and how the poor class's set of rules tend to keep them trapped in this continual cycle Payne describes these rules and how they affect the poor class. Time is something that is treated differently by the poor; they generally do not plan ahead but simply live in the moment which keeps them from saving money which will help their children escape poverty Generate an argument.","poverty, once started, is likely to continue unless there is outside intervention"
This house would subsidize poor communities,poverty decreases after countries adapt welfare programs,Studies show that in welfare states poverty decreases after countries adapt welfare programs,nan,support,0.5833,Topic: This house would subsidize poor communities Evidence: Studies show that in welfare states poverty decreases after countries adapt welfare programs Generate an argument.,poverty decreases after countries adapt welfare programs
This house would subsidize poor communities,poverty decreases after countries adapt welfare programs,Empirical evidence suggests that taxes and transfers considerably reduce poverty in most countries whose welfare states commonly constitute at least a fifth of GDP,nan,support,0.1071,Topic: This house would subsidize poor communities Evidence: Empirical evidence suggests that taxes and transfers considerably reduce poverty in most countries whose welfare states commonly constitute at least a fifth of GDP Generate an argument.,poverty decreases after countries adapt welfare programs
This house would subsidize poor communities,poverty decreases after countries adapt welfare programs,"Two studies compare countries internationally before and after implementing social welfare programs. Using data from the Luxembourg Income Study, Bradley et al. and Lane Kenworthy measure the poverty rates both in relative terms (poverty defined by the respective governments) and absolute terms, (poverty defined by 40% of US median income) respectively. Kenworthy's study also adjusts for economic performance and shows that the economy made no significant difference in uplifting people out of poverty. The studies look at the different countries from 1960 to 1991 (Kentworthy) and from 1970 to 1997 (Bradley et al.). Both these periods are roughly when major welfare programs where implemented such as the War on Poverty in the United States. The results of both studies show that poverty has been significantly reduced during the periods where major welfare programs were created",nan,oppose,0.0549,"Topic: This house would subsidize poor communities Evidence: Two studies compare countries internationally before and after implementing social welfare programs. Using data from the Luxembourg Income Study, Bradley et al. and Lane Kenworthy measure the poverty rates both in relative terms (poverty defined by the respective governments) and absolute terms, (poverty defined by 40% of US median income) respectively. Kenworthy's study also adjusts for economic performance and shows that the economy made no significant difference in uplifting people out of poverty. The studies look at the different countries from 1960 to 1991 (Kentworthy) and from 1970 to 1997 (Bradley et al.). Both these periods are roughly when major welfare programs where implemented such as the War on Poverty in the United States. The results of both studies show that poverty has been significantly reduced during the periods where major welfare programs were created Generate an argument.",poverty decreases after countries adapt welfare programs
This house would subsidize poor communities,poverty decreases after countries adapt welfare programs,Country Absolute poverty rate (1960-1991)(threshold set at 40% of U.S. median household income) Relative poverty rate (1970-1997) . |- Pre-welfare Post-welfare Pre-welfare Post-welfare . |- Sweden 23.7 5.8 14.8 4.8 . |- Norway 9.2 1.7 12.4 4.0 . |- Netherlands 22.1 7.3 18.5 11.5 . |- Finland 11.9 3.7 12.4 3.1 . |- Denmark 26.4 5.9 17.4 4.8 . |- Germany 15.2 4.3 9.7 5.1 . |- Switzerland 12.5 3.8 10.9 9.1 . |- Canada 22.5 6.5 17.1 11.9 . |- France 36.1 9.8 21.8 6.1 . |- Belgium 26.8 6.0 19.5 4.1 . |- Australia 23.3 11.9 16.2 9.2 . |- United Kingdom 16.8 8.7 16.4 8.2 . |- United States 21.0 11.7 17.2 15.1 . |- Italy 30.7 14.3 19.7 9.1,nan,oppose,0.0299,Topic: This house would subsidize poor communities Evidence: Country Absolute poverty rate (1960-1991)(threshold set at 40% of U.S. median household income) Relative poverty rate (1970-1997) . |- Pre-welfare Post-welfare Pre-welfare Post-welfare . |- Sweden 23.7 5.8 14.8 4.8 . |- Norway 9.2 1.7 12.4 4.0 . |- Netherlands 22.1 7.3 18.5 11.5 . |- Finland 11.9 3.7 12.4 3.1 . |- Denmark 26.4 5.9 17.4 4.8 . |- Germany 15.2 4.3 9.7 5.1 . |- Switzerland 12.5 3.8 10.9 9.1 . |- Canada 22.5 6.5 17.1 11.9 . |- France 36.1 9.8 21.8 6.1 . |- Belgium 26.8 6.0 19.5 4.1 . |- Australia 23.3 11.9 16.2 9.2 . |- United Kingdom 16.8 8.7 16.4 8.2 . |- United States 21.0 11.7 17.2 15.1 . |- Italy 30.7 14.3 19.7 9.1 Generate an argument.,poverty decreases after countries adapt welfare programs
This house would subsidize poor communities,welfare not only increases poverty but also increases other problems,"Conservative and libertarian groups such as the Heritage Foundation and the Cato institute assert that welfare creates a dependence and makes an incentive to not find work. This dependence is called a ""culture of poverty"" which is said to undermine people from finding meaningful work [REF",nan,oppose,0.0682,"Topic: This house would subsidize poor communities Evidence: Conservative and libertarian groups such as the Heritage Foundation and the Cato institute assert that welfare creates a dependence and makes an incentive to not find work. This dependence is called a ""culture of poverty"" which is said to undermine people from finding meaningful work [REF Generate an argument.",welfare not only increases poverty but also increases other problems
This house would subsidize poor communities,welfare not only increases poverty but also increases other problems,"In the book Losing Ground, Charles Murray argues that welfare not only increases poverty but also increases other problems such as single-parent households, and crime [REF",nan,support,0.3462,"Topic: This house would subsidize poor communities Evidence: In the book Losing Ground, Charles Murray argues that welfare not only increases poverty but also increases other problems such as single-parent households, and crime [REF Generate an argument.",welfare not only increases poverty but also increases other problems
This house would subsidize poor communities,"the welfare state has produced a generation of dependents who, instead of working, rely solely upon the state for income","Conservative Party co-chairman Sayeeda Warsi, also criticise the ""'something for nothing' culture"" of the welfare state, claiming that the high extent of the welfare state ""discourages the unemployed from finding jobs"" [REF",nan,support,0.1316,"Topic: This house would subsidize poor communities Evidence: Conservative Party co-chairman Sayeeda Warsi, also criticise the ""'something for nothing' culture"" of the welfare state, claiming that the high extent of the welfare state ""discourages the unemployed from finding jobs"" [REF Generate an argument.","the welfare state has produced a generation of dependents who, instead of working, rely solely upon the state for income"
This house would subsidize poor communities,"the welfare state has produced a generation of dependents who, instead of working, rely solely upon the state for income","55% of people in England and 43% of people in Scotland believe that ""benefits for unemployed people are too high and discourage them from finding jobs"" [REF",nan,oppose,0.0541,"Topic: This house would subsidize poor communities Evidence: 55% of people in England and 43% of people in Scotland believe that ""benefits for unemployed people are too high and discourage them from finding jobs"" [REF Generate an argument.","the welfare state has produced a generation of dependents who, instead of working, rely solely upon the state for income"
This house would subsidize poor communities,foreign aid is seen to be serving the interests of the donor more than the recipient,"Some think tanks and NGOs have argued that Western monetary aid often only serves to increase poverty and social inequality, either because it is conditioned with the implementation of harmful economic policies in the recipient countries, or because it's tied with the importing of products from the donor country over cheaper alternatives [REF",nan,support,0.1321,"Topic: This house would subsidize poor communities Evidence: Some think tanks and NGOs have argued that Western monetary aid often only serves to increase poverty and social inequality, either because it is conditioned with the implementation of harmful economic policies in the recipient countries, or because it's tied with the importing of products from the donor country over cheaper alternatives [REF Generate an argument.",foreign aid is seen to be serving the interests of the donor more than the recipient
This house would subsidize poor communities,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations,"Research has shown an inverse link between income inequality and social cohesion. In more equal societies, people are much more likely to trust each other, measures of social capital suggest greater community involvement, and homicide rates are consistently lower",nan,support,0.1087,"Topic: This house would subsidize poor communities Evidence: Research has shown an inverse link between income inequality and social cohesion. In more equal societies, people are much more likely to trust each other, measures of social capital suggest greater community involvement, and homicide rates are consistently lower Generate an argument.",Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations
This house would subsidize poor communities,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations,"In a 2002 paper, Eric Uslaner and Mitchell Brown showed that there is a high correlation between the amount of trust in society and the amount of income equality",nan,support,0.0833,"Topic: This house would subsidize poor communities Evidence: In a 2002 paper, Eric Uslaner and Mitchell Brown showed that there is a high correlation between the amount of trust in society and the amount of income equality Generate an argument.",Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations
This house would subsidize poor communities,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations,a 2008 article by Andersen and Fetner finds a strong relationship between economic inequality within and across countries and tolerance for 35 democracies,nan,support,0.0909,Topic: This house would subsidize poor communities Evidence: a 2008 article by Andersen and Fetner finds a strong relationship between economic inequality within and across countries and tolerance for 35 democracies Generate an argument.,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations
This house would subsidize poor communities,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations,"Robert Putnam, professor of political science at Harvard, established links between social capital and economic inequality. His most important studies (Putnam, Leonardi, and Nanetti 1993, Putnam 2000) established these links in both the United States and in Italy. On the relationship of inequality and involvement in community he says: . In addition to affecting levels of trust and civic engagement, inequality in society has also shown to be highly correlated with crime rates","[STUDY, EXPERT]",support,0.129,"Topic: This house would subsidize poor communities Evidence: Robert Putnam, professor of political science at Harvard, established links between social capital and economic inequality. His most important studies (Putnam, Leonardi, and Nanetti 1993, Putnam 2000) established these links in both the United States and in Italy. On the relationship of inequality and involvement in community he says: . In addition to affecting levels of trust and civic engagement, inequality in society has also shown to be highly correlated with crime rates Generate an argument.",Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations
This house would subsidize poor communities,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations,There have been over fifty studies showing tendencies for violence to be more common in societies where income differences are larger,nan,oppose,0.0278,Topic: This house would subsidize poor communities Evidence: There have been over fifty studies showing tendencies for violence to be more common in societies where income differences are larger Generate an argument.,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations
This house would subsidize poor communities,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations,Daly et al. 2001 . found that among U.S States and Canadian Provinces there is a tenfold difference in homicide rates related to inequality. They estimated that about half of all variation in homicide rates can be accounted for by differences in the amount of inequality in each province or state. Fajnzylber et al. (2002) found a similar relationship worldwide,nan,support,0.0847,Topic: This house would subsidize poor communities Evidence: Daly et al. 2001 . found that among U.S States and Canadian Provinces there is a tenfold difference in homicide rates related to inequality. They estimated that about half of all variation in homicide rates can be accounted for by differences in the amount of inequality in each province or state. Fajnzylber et al. (2002) found a similar relationship worldwide Generate an argument.,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations
This house would subsidize poor communities,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations,The most consistent finding in cross-national research on homicides has been that of a positive association between income inequality and homicides. (Neapolitan 1999 pp 260,nan,support,0.1081,Topic: This house would subsidize poor communities Evidence: The most consistent finding in cross-national research on homicides has been that of a positive association between income inequality and homicides. (Neapolitan 1999 pp 260 Generate an argument.,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations
This house would subsidize poor communities,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations,"Research by Richard G. Wilkinson and Kate Pickett has also presented evidence that both social cohesion and health problems are greater in countries or states where economic inequality is highest. For instance, crime rates, mental health problems and teen-age pregnancies are lower in countries like Japan and Finland compared to countries with greater inequality such as the US and UK [REF",nan,support,0.1,"Topic: This house would subsidize poor communities Evidence: Research by Richard G. Wilkinson and Kate Pickett has also presented evidence that both social cohesion and health problems are greater in countries or states where economic inequality is highest. For instance, crime rates, mental health problems and teen-age pregnancies are lower in countries like Japan and Finland compared to countries with greater inequality such as the US and UK [REF Generate an argument.",Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations
This house would subsidize poor communities,Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations,"Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations-leading to greater levels of stress and stress-related diseases. Richard Wilkinson found this to be true not only for the poorest members of society, but also for the wealthiest",nan,support,0.4444,"Topic: This house would subsidize poor communities Evidence: Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations-leading to greater levels of stress and stress-related diseases. Richard Wilkinson found this to be true not only for the poorest members of society, but also for the wealthiest Generate an argument.",Higher levels of economic inequality tend to intensify social hierarchies and generally degrade the quality of social relations
This house would subsidize poor communities,Economic inequality is thought to reduce distributive efficiency within society,"Economist Arthur Cecil Pigou discussed the impact of inequality in The Economics of Welfare. He wrote: Nevertheless, it is evident that any transference of income from a relatively rich man to a relatively poor man of similar temperament, since it enables more intense wants, to be satisfied at the expense of less intense wants, must increase the aggregate sum of satisfaction. The old ""law of diminishing utility"" thus leads securely to the proposition: Any cause which increases the absolute share of real income in the hands of the poor, provided that it does not lead to a contraction in the size of the national dividend from any point of view, will, in general, increase economic welfare",nan,oppose,0.05,"Topic: This house would subsidize poor communities Evidence: Economist Arthur Cecil Pigou discussed the impact of inequality in The Economics of Welfare. He wrote: Nevertheless, it is evident that any transference of income from a relatively rich man to a relatively poor man of similar temperament, since it enables more intense wants, to be satisfied at the expense of less intense wants, must increase the aggregate sum of satisfaction. The old ""law of diminishing utility"" thus leads securely to the proposition: Any cause which increases the absolute share of real income in the hands of the poor, provided that it does not lead to a contraction in the size of the national dividend from any point of view, will, in general, increase economic welfare Generate an argument.",Economic inequality is thought to reduce distributive efficiency within society
This house would subsidize poor communities,a society with more equality will have higher aggregate utility,"Economist Arthur Cecil Pigou discussed the impact of inequality in The Economics of Welfare. He wrote: Nevertheless, it is evident that any transference of income from a relatively rich man to a relatively poor man of similar temperament, since it enables more intense wants, to be satisfied at the expense of less intense wants, must increase the aggregate sum of satisfaction. The old ""law of diminishing utility"" thus leads securely to the proposition: Any cause which increases the absolute share of real income in the hands of the poor, provided that it does not lead to a contraction in the size of the national dividend from any point of view, will, in general, increase economic welfare",nan,oppose,0.0633,"Topic: This house would subsidize poor communities Evidence: Economist Arthur Cecil Pigou discussed the impact of inequality in The Economics of Welfare. He wrote: Nevertheless, it is evident that any transference of income from a relatively rich man to a relatively poor man of similar temperament, since it enables more intense wants, to be satisfied at the expense of less intense wants, must increase the aggregate sum of satisfaction. The old ""law of diminishing utility"" thus leads securely to the proposition: Any cause which increases the absolute share of real income in the hands of the poor, provided that it does not lead to a contraction in the size of the national dividend from any point of view, will, in general, increase economic welfare Generate an argument.",a society with more equality will have higher aggregate utility
This house would subsidize poor communities,"in societies where inequality is lower, population-wide satisfaction and happiness tend to be higher","Research has shown an inverse link between income inequality and social cohesion. In more equal societies, people are much more likely to trust each other, measures of social capital suggest greater community involvement, and homicide rates are consistently lower",nan,support,0.1364,"Topic: This house would subsidize poor communities Evidence: Research has shown an inverse link between income inequality and social cohesion. In more equal societies, people are much more likely to trust each other, measures of social capital suggest greater community involvement, and homicide rates are consistently lower Generate an argument.","in societies where inequality is lower, population-wide satisfaction and happiness tend to be higher"
This house would subsidize poor communities,"in societies where inequality is lower, population-wide satisfaction and happiness tend to be higher","Some studies (Layard 2003;Blanchard and Oswald 2000, 2003) have found evidence for this theory, noting that in societies where inequality is lower, population-wide satisfaction and happiness tend to be higher",nan,support,0.5,"Topic: This house would subsidize poor communities Evidence: Some studies (Layard 2003;Blanchard and Oswald 2000, 2003) have found evidence for this theory, noting that in societies where inequality is lower, population-wide satisfaction and happiness tend to be higher Generate an argument.","in societies where inequality is lower, population-wide satisfaction and happiness tend to be higher"
This house would subsidize poor communities,"in societies where inequality is lower, population-wide satisfaction and happiness tend to be higher","Economist Arthur Cecil Pigou discussed the impact of inequality in The Economics of Welfare. He wrote: Nevertheless, it is evident that any transference of income from a relatively rich man to a relatively poor man of similar temperament, since it enables more intense wants, to be satisfied at the expense of less intense wants, must increase the aggregate sum of satisfaction",nan,support,0.1091,"Topic: This house would subsidize poor communities Evidence: Economist Arthur Cecil Pigou discussed the impact of inequality in The Economics of Welfare. He wrote: Nevertheless, it is evident that any transference of income from a relatively rich man to a relatively poor man of similar temperament, since it enables more intense wants, to be satisfied at the expense of less intense wants, must increase the aggregate sum of satisfaction Generate an argument.","in societies where inequality is lower, population-wide satisfaction and happiness tend to be higher"
This house would subsidize poor communities,"in societies where inequality is lower, population-wide satisfaction and happiness tend to be higher","Alberto Alesina, Rafael Di Tella, and Robert MacCulloch find that inequality negatively affects happiness in Europe",nan,support,0.1481,"Topic: This house would subsidize poor communities Evidence: Alberto Alesina, Rafael Di Tella, and Robert MacCulloch find that inequality negatively affects happiness in Europe Generate an argument.","in societies where inequality is lower, population-wide satisfaction and happiness tend to be higher"
This house would subsidize poor communities,an increased gap between rich and poor increases the incentives for competition and innovation within an economy,"Schor, in The Overspent American, argues that the increasing inequality during the 1980s and 1990s strongly accounts for increasing aspirations of income",nan,support,0.0968,"Topic: This house would subsidize poor communities Evidence: Schor, in The Overspent American, argues that the increasing inequality during the 1980s and 1990s strongly accounts for increasing aspirations of income Generate an argument.",an increased gap between rich and poor increases the incentives for competition and innovation within an economy
This house would subsidize poor communities,inequality is harmful for economic development,"In his 1985 book Regular Economic Cycles: Money, Inflation, Regulation and Depressions, Ravi Batra argues that a growing concentration of wealth, measured as the 'share of wealth held by the richest 1 percent', is linked to bank failures and depressions. In Table 1 on page 127, there is data for this measure for the years 1810-1969, showing a rise in this measure prior to the 1929 stock market crash. ""..as the concentration of wealth rises, the number of banks with relatively shaky loans also rises. And the higher the concentration, the greater is the number of potential bank failures."" Batra predicted the same would happen if the 1% share rose again","[STUDY, EXPERT]",oppose,0.0395,"Topic: This house would subsidize poor communities Evidence: In his 1985 book Regular Economic Cycles: Money, Inflation, Regulation and Depressions, Ravi Batra argues that a growing concentration of wealth, measured as the 'share of wealth held by the richest 1 percent', is linked to bank failures and depressions. In Table 1 on page 127, there is data for this measure for the years 1810-1969, showing a rise in this measure prior to the 1929 stock market crash. ""..as the concentration of wealth rises, the number of banks with relatively shaky loans also rises. And the higher the concentration, the greater is the number of potential bank failures."" Batra predicted the same would happen if the 1% share rose again Generate an argument.",inequality is harmful for economic development
This house would subsidize poor communities,inequality is harmful for economic development,"The credit market imperfection approach, developed by Galor and Zeira (1993), demonstrates that inequality in the presence of credit market imperfections has a long lasting detrimental effect on human capital formation and economic development [REF",nan,support,0.0882,"Topic: This house would subsidize poor communities Evidence: The credit market imperfection approach, developed by Galor and Zeira (1993), demonstrates that inequality in the presence of credit market imperfections has a long lasting detrimental effect on human capital formation and economic development [REF Generate an argument.",inequality is harmful for economic development
This house would subsidize poor communities,inequality is harmful for economic development,"The political economy approach, developed by Alesian and Rodrik 1994) and Persson and Tabellini (1994), argues that inequality is harmful for economic development because inequality generates a pressure to adopt redistributive policies that have an adverse effect on investment and economic growth [REF","[STUDY, EXPERT]",support,0.1667,"Topic: This house would subsidize poor communities Evidence: The political economy approach, developed by Alesian and Rodrik 1994) and Persson and Tabellini (1994), argues that inequality is harmful for economic development because inequality generates a pressure to adopt redistributive policies that have an adverse effect on investment and economic growth [REF Generate an argument.",inequality is harmful for economic development
This house would subsidize poor communities,inequality is harmful for economic development,"A study by Perotti (1996) examines of the channels through which inequality may affect economic growth. He shows that in accordance with the credit market imperfection approach, inequality is associated with lower level of human capital formation (education, experience, apprenticeship) and higher level of fertility, while lower level of human capital is associated with lower growth and lower levels of economic growth","[STUDY, EXPERT]",oppose,0.0682,"Topic: This house would subsidize poor communities Evidence: A study by Perotti (1996) examines of the channels through which inequality may affect economic growth. He shows that in accordance with the credit market imperfection approach, inequality is associated with lower level of human capital formation (education, experience, apprenticeship) and higher level of fertility, while lower level of human capital is associated with lower growth and lower levels of economic growth Generate an argument.",inequality is harmful for economic development
This house would subsidize poor communities,inequality is harmful for economic development,A 2011 note for the International Monetary Fund by Andrew G. Berg and Jonathan D. Ostry found a strong association between lower levels of inequality in developing countries and sustained periods of economic growth,nan,support,0.0882,Topic: This house would subsidize poor communities Evidence: A 2011 note for the International Monetary Fund by Andrew G. Berg and Jonathan D. Ostry found a strong association between lower levels of inequality in developing countries and sustained periods of economic growth Generate an argument.,inequality is harmful for economic development
This house would subsidize poor communities,economic equality is necessary for political freedom,Marxists believe economic equality is necessary for political freedom-saying that when there is economic inequality then political inequality is assured,nan,support,0.4375,Topic: This house would subsidize poor communities Evidence: Marxists believe economic equality is necessary for political freedom-saying that when there is economic inequality then political inequality is assured Generate an argument.,economic equality is necessary for political freedom
This house would subsidize poor communities,when there is economic inequality then political inequality is assured,Marxists believe economic equality is necessary for political freedom-saying that when there is economic inequality then political inequality is assured,nan,support,0.5,Topic: This house would subsidize poor communities Evidence: Marxists believe economic equality is necessary for political freedom-saying that when there is economic inequality then political inequality is assured Generate an argument.,when there is economic inequality then political inequality is assured
This house would subsidize poor communities,a certain amount of redistribution would be justified,"Economist Arthur Cecil Pigou discussed the impact of inequality in The Economics of Welfare. He wrote: Nevertheless, it is evident that any transference of income from a relatively rich man to a relatively poor man of similar temperament, since it enables more intense wants, to be satisfied at the expense of less intense wants, must increase the aggregate sum of satisfaction. The old ""law of diminishing utility"" thus leads securely to the proposition: Any cause which increases the absolute share of real income in the hands of the poor, provided that it does not lead to a contraction in the size of the national dividend from any point of view, will, in general, increase economic welfare",nan,oppose,0.038,"Topic: This house would subsidize poor communities Evidence: Economist Arthur Cecil Pigou discussed the impact of inequality in The Economics of Welfare. He wrote: Nevertheless, it is evident that any transference of income from a relatively rich man to a relatively poor man of similar temperament, since it enables more intense wants, to be satisfied at the expense of less intense wants, must increase the aggregate sum of satisfaction. The old ""law of diminishing utility"" thus leads securely to the proposition: Any cause which increases the absolute share of real income in the hands of the poor, provided that it does not lead to a contraction in the size of the national dividend from any point of view, will, in general, increase economic welfare Generate an argument.",a certain amount of redistribution would be justified
This house would subsidize poor communities,a certain amount of redistribution would be justified,"In their study for the World Institute for Development Economics Research, Giovanni Andrea Cornia and Julius Court published in 2001 reach policy conclusions on optimal distribution of income -- that it should be neither too high nor too low . They conclude that too much equality (below a Gini coefficient of .25) negatively impacts growth due to ""incentive traps, free-riding, labour shirking, [and] high supervision costs"". They also claim that high levels of inequality (above a Gini coefficient of .40) negatively impacts growth, due to ""incentive traps, erosion of social cohesion, social conflicts, [and] uncertain property rights"". They advocate for policies which put equality at the low end of this ""efficient"" range","[STUDY, EXPERT]",oppose,0.0357,"Topic: This house would subsidize poor communities Evidence: In their study for the World Institute for Development Economics Research, Giovanni Andrea Cornia and Julius Court published in 2001 reach policy conclusions on optimal distribution of income -- that it should be neither too high nor too low . They conclude that too much equality (below a Gini coefficient of .25) negatively impacts growth due to ""incentive traps, free-riding, labour shirking, [and] high supervision costs"". They also claim that high levels of inequality (above a Gini coefficient of .40) negatively impacts growth, due to ""incentive traps, erosion of social cohesion, social conflicts, [and] uncertain property rights"". They advocate for policies which put equality at the low end of this ""efficient"" range Generate an argument.",a certain amount of redistribution would be justified
